SITE,CONST,YR,DOY,MP1,MP2,MP5,CRMP1,CRMP2,CRMP5,CRGF,CRMW,CRIOD
LALG,R,23,77,0.4367,0.2971,0.3344,623.75,425.951,390.25,1587.73,379.674,970.278
LALG,R,23,78,0.4365,0.2964,0.3833,355.479,379.111,932,775.591,310.236,568.767
LALG,R,23,79,0.4468,0.3061,0.3724,518.758,450.5,1807,1069.94,280.639,778.136
LALG,R,23,80,0.4302,0.3011,0.4209,273.371,313.87,1814,605.321,338.98,423.725
LALG,R,23,81,0.4374,0.3114,0.442,521.706,443.45,288.833,985.444,322.509,844.667
LALG,R,23,82,0.4379,0.3065,0.4215,316.518,242.808,1530,571.774,361.735,393.889
LALG,R,23,83,0.4364,0.2884,0.3414,399.909,502.743,474.333,1173.07,308.702,879.8
LALG,R,23,84,0.4334,0.2996,0.361,367.915,384.267,769.5,823.429,402.14,640.444
LALG,R,23,85,0.4482,0.302,0.3243,275.905,231.747,407.75,496.629,271.594,377.87
LALG,R,23,86,0.4492,0.3114,0.3849,118.292,115.871,469,167,212.925,137.371
LALG,R,23,87,0.4399,0.3021,0.3787,350.102,357.396,1803,816.905,381.222,714.792
LALG,R,23,88,0.4351,0.3065,0.4247,201.953,190.857,117.933,354.449,209.253,263.152
LALG,R,23,89,0.4429,0.3096,0.4529,497.222,559.375,885,1627.27,426.19,1118.75
LALG,R,23,90,0.4378,0.3001,0.4195,250.62,250.62,250.667,456.256,261.676,395.422
LALG,R,23,91,0.436,0.2919,0.3302,232.92,232.92,140.8,397.023,301.19,311.946
LALG,R,23,92,0.4326,0.3096,0.3489,475.405,374.255,256.833,1172.67,303.276,651.481
LALG,R,23,93,0.4345,0.3174,0.334,422.854,385.244,563,912.474,258.761,577.9
LALG,R,23,94,0.4451,0.3142,0.3121,334.531,287.579,0,512.25,292.714,356.348
LALG,R,23,95,0.4271,0.3039,0.3812,337.375,323.88,426.5,599.778,376.605,506.062
LALG,R,23,96,0.447,0.3097,0.4663,72.7511,70.2096,250.667,618.385,287.107,535.933
LALG,R,23,97,0.4536,0.3066,0.4622,260.8,297.386,438.5,737.043,434.667,513.697
LALG,R,23,98,0.4507,0.3194,0.5086,209.617,182.57,0,353.729,197.43,253.418
LALG,R,23,99,0.4325,0.3062,0.3354,287.224,320.365,0,462.75,333.18,406.317
LALG,R,23,100,0.4367,0.3083,0.3641,451.757,428.59,371,1044.69,388.721,696.458
LALG,R,23,101,0.4442,0.3148,0.321,110.18,125.205,531.5,157.4,270.934,135.467
LALG,R,23,102,0.456,0.316,0.3297,75.0566,76.8696,520.5,109.738,165.75,85.5484
LALG,R,23,103,0.4565,0.3057,0.4221,104.067,107.994,112.467,166.709,184.634,129.105
LALG,R,23,104,0.4449,0.3092,0.4194,189.533,179.558,289.667,284.3,243.686,227.44
LALG,R,23,105,0.4579,0.3169,0.4447,124.736,132.258,50.9062,200.724,363.812,146.748
LALG,R,23,106,0.44,0.3115,0.4145,162.159,165.238,67.8636,275.413,199.437,204.129
LALG,R,23,107,0.4334,0.2922,0.3207,180.177,172.97,117,293.169,258.164,230.627
LALG,R,23,108,0.4304,0.3021,0.3647,294.534,258.833,323,502.441,305.054,416.659
LALG,R,23,109,0.4387,0.3076,0.2903,447.421,369.565,876,772.818,326.962,629.704
LALG,R,23,110,0.4469,0.3021,0.3856,148.784,143.609,938.5,275.25,289.737,168.52
LALG,R,23,111,0.4399,0.3016,0.3866,278.131,278.082,147.182,547.29,292.517,385.591
LALG,R,23,112,0.4287,0.3055,0.4185,469.432,423.61,356.6,1579,241.236,1157.93
LALG,R,23,113,0.4415,0.3178,0.4195,521.088,492.139,1644,1476.42,376.957,984.278
LALG,R,23,114,0.4454,0.31,0.4329,367.688,309.632,190.5,882.45,252.129,519.088
LALG,R,23,115,0.4336,0.3078,0.339,388.133,356.449,237.167,831.714,388.133,602.276
LALG,R,23,116,0.4364,0.3187,0.3791,614.679,366.17,417,1012.41,382.467,956.167
LALG,R,23,117,0.4416,0.3152,0.3076,544.226,411.463,581.667,1687.1,272.113,1205.07
LALG,R,23,118,0.4297,0.32,0.4064,434.737,402.927,629,1835.56,384.186,917.778
LALG,R,23,119,0.4263,0.3146,0.4326,642.192,397.524,0,1391.42,283,927.611
LALG,R,23,120,0.4251,0.3108,0.4413,612.407,435.132,356.2,1181.07,384.535,1033.44
LALI,R,23,1,0.4236,0.2834,0.4339,394.93,458.973,0,943.444,332.98,738.348
LALI,R,23,2,0.4264,0.2921,0.3345,350.431,319.143,0,714.88,380.255,510.629
LALI,R,23,3,0.4165,0.2851,0.3921,324.673,288.016,493,637.75,279.016,435.537
LALI,R,23,4,0.4197,0.2841,0,464.718,283.188,0,863.048,329.527,724.96
LALI,R,23,5,0.4276,0.2815,0.2835,429.119,321.839,0,948.579,346.596,693.192
LALI,R,23,6,0.4382,0.2934,0.3744,392.196,368.184,0,1202.73,286.365,1002.28
LALI,R,23,7,0.4347,0.299,0.3465,527.735,460.077,0,1281.64,366.184,1055.47
LALI,R,23,8,0.424,0.2904,0,406.114,308.086,0,687.269,406.114,595.633
LALI,R,23,9,0.431,0.29,0.4058,346.804,431.366,64.75,803.955,315.839,631.679
LALI,R,23,10,0.432,0.2947,0,357.9,284.048,0,745.625,308.534,596.5
LALI,R,23,11,0.4281,0.2829,0,408.651,358.612,0,764,297.831,627.571
LALI,R,23,12,0.4208,0.2863,0.4172,472.5,338.774,521,1122.19,326.455,816.136
LALI,R,23,13,0.4409,0.287,0,359.02,314.93,0,854.81,320.554,664.852
LALI,R,23,14,0.4512,0.297,0,254.8,297.267,0,615.034,292.393,405.364
LALI,R,23,15,0.4417,0.2972,0,497.028,397.622,0,1052.53,416.116,941.737
LALI,R,23,16,0.4447,0.2955,0,344.308,252.169,0,688.615,358.08,459.077
LALI,R,23,17,0.433,0.29,0,265.09,335.113,0,683.115,370.021,522.382
LALI,R,23,18,0.4509,0.2988,0.273,315.07,315.053,0,690.731,280.609,544.212
LALI,R,23,19,0.4256,0.2863,0.3564,448.2,332,0,779.478,275.815,689.538
LALI,R,23,20,0.4275,0.2883,0,353.196,290.532,0,948.053,300.217,692.808
LALI,R,23,21,0.4395,0.2909,0.4919,170.349,151.739,10.6,300.95,291.242,209.965
LALI,R,23,22,0.4459,0.2952,0,357.92,313.965,0,852.19,288.645,639.143
LALI,R,23,23,0.4364,0.3004,0.3317,346.481,367.694,0,1000.94,409.477,900.85
LALI,R,23,24,0.4286,0.2904,0,198.556,190.106,0,388.478,372.292,232.078
LALI,R,23,25,0.4368,0.2945,0.3153,369.979,377.851,0,657.741,386.065,591.967
LALI,R,23,26,0.433,0.29,0.4806,397.911,263.324,0,813.909,288.806,716.24
LALI,R,23,27,0.4199,0.2858,0.308,355.24,281.937,0,612.483,257.42,507.486
LALI,R,23,28,0.4246,0.291,0.3543,452.425,329.036,1602,822.591,244.554,696.038
LALI,R,23,29,0.4378,0.2863,0.3156,451.8,340.981,279.2,1390.15,282.375,903.6
LALI,R,23,30,0.4423,0.3014,0.3187,413.767,323.491,0,889.6,329.481,741.333
LALI,R,23,31,0.4397,0.3018,0,482.865,350.314,0,893.3,458.103,850.762
LALI,R,23,32,0.4324,0.2932,0,377.851,277.484,0,772.13,362.429,538.152
LALI,R,23,33,0.4458,0.2965,0.5234,203.682,208.419,0,351.451,271.576,289.097
LALI,R,23,34,0.4389,0.2989,0,193.793,141.5,0,312.789,307.397,254.7
LALI,R,23,35,0.4285,0.2914,0.3684,336.833,279.831,0,519.686,284.203,423
LALI,R,23,36,0.4285,0.293,0,384.064,282.047,0,668.556,334.278,501.417
LALI,R,23,37,0.4375,0.2866,0,356.333,318.825,0,1135.81,356.333,826.045
LALI,R,23,38,0.443,0.2996,0.3547,340.566,361,839,1128.12,440.244,668.519
LALI,R,23,39,0.4423,0.3058,0.3324,378.021,504.028,473.333,1008.06,394.457,907.25
LALI,R,23,40,0.4488,0.2927,0.3697,148.05,149.294,108,265.164,273.323,195.231
LALI,R,23,41,0.4587,0.2977,0,181.97,202.416,0,321.696,600.5,277.154
LALI,R,23,42,0.4494,0.2962,0.333,171.047,136.323,650,274.712,287.794,213.306
LALI,R,23,43,0.4515,0.2933,0.3765,74.9876,70.8828,49.75,104.293,195.129,83.6267
LALI,R,23,44,0.4304,0.2922,0.3103,139.87,134.728,0,218.131,254.486,152.692
LALI,R,23,45,0.4365,0.2947,0.5771,110.5,111.881,0,159.83,284.143,126.063
LALI,R,23,46,0.4423,0.2999,0.4004,327.018,352.667,0,817.545,408.773,642.357
LALI,R,23,47,0.4429,0.3042,0.3456,206.931,195.674,495.75,339.679,360.06,276.969
LALI,R,23,48,0.4444,0.3005,0.3833,102.721,99.8192,231.444,169.885,200.773,121.848
LALI,R,23,49,0.4583,0.3013,0.3785,119.443,131.815,75.2273,195.571,335.792,144.691
LALI,R,23,50,0.4516,0.3046,0.4396,88.039,81.2883,71.7,159.717,188,111.407
LALI,R,23,51,0.4167,0.296,0.3894,224.309,179.891,0,386.574,255.901,313.259
LALI,R,23,52,0.4233,0.2861,0.3074,417.545,270.176,0,765.5,311.39,524.914
LALI,R,23,53,0.4327,0.2919,0.3698,209.965,207.552,0,316.789,277.8,261.696
LALI,R,23,54,0.44,0.2988,0.3292,473.658,382.957,727,1124.94,461.513,818.136
LALI,R,23,55,0.4429,0.3039,0.3871,162.327,140.598,355,226.025,262.588,192
LALI,R,23,56,0.4465,0.2938,0.3568,208.153,160.845,0,321.691,229.779,229.779
LALI,R,23,57,0.4463,0.2996,0.3638,139.454,148.59,849,258.986,226.613,183.121
LALI,R,23,58,0.4387,0.2948,0.3719,453.125,232.372,1464,755.208,312.5,647.321
LALI,R,23,59,0.4453,0.2924,0.2927,87.8883,83.8194,192.667,129.321,220.793,93.3247
LALI,R,23,60,0.4251,0.2884,0.3947,262.942,235.61,0,362.86,266.809,312.81
LALI,R,23,61,0.4321,0.2879,0.4207,339.717,260.942,124.2,529.559,295.164,428.69
LALI,R,23,62,0.4414,0.3054,0.361,405.295,336.453,231,810.591,356.66,660.481
LALI,R,23,63,0.4365,0.3052,0.3041,472.73,364.375,1106,832.905,546.594,728.792
LALI,R,23,64,0.4242,0.2901,0.4242,421.595,354.14,0,804.864,361.367,655.815
LALI,R,23,65,0.4366,0.3033,0.3188,295.984,328.273,0,752.292,295.984,582.419
LALI,R,23,66,0.4355,0.2952,0.3126,356.196,267.147,0,648.786,288.349,550.485
LALI,R,23,67,0.4332,0.2908,0,347.75,231.833,0,602.767,282.547,475.868
LALI,R,23,68,0.4202,0.2881,0.3457,500.139,400.111,449.5,857.381,500.139,782.826
LALI,R,23,69,0.4381,0.2944,0.4162,251.583,241.52,187.25,411.682,393.783,323.464
LALI,R,23,70,0.4482,0.3277,0.3027,304.889,343,1177,686,288.842,457.333
LALI,R,23,71,0.4356,0.2996,0.3502,371.396,312.737,0,660.259,363.816,524.324
LALI,R,23,72,0.4443,0.2946,0.4203,115.174,104.392,332,165.296,283.365,134.226
LALI,R,23,73,0.4385,0.2986,0.3907,268.265,272.254,104.533,588.452,309.186,350.808
LALI,R,23,74,0.4409,0.2923,0.3732,379.104,271.567,1454,673.963,252.736,535.206
LALI,R,23,75,0.4513,0.2959,0.381,78.4805,67.6418,500,108.557,156.284,87.5797
LALI,R,23,76,0.4192,0.2857,0.3532,503.833,335.87,1611,863.714,385.915,755.75
LALI,R,23,77,0.4347,0.293,0.3559,500.25,428.786,441.5,1000.5,346.327,692.654
LALI,R,23,78,0.4479,0.3041,0.3446,318.411,330.185,392.2,742.958,356.62,594.367
LALI,R,23,79,0.4311,0.3052,0.3493,311.368,281.714,641,591.6,341.308,493
LALI,R,23,80,0.4356,0.3004,0.4003,257.529,217.145,484.75,391.891,391.891,327.764
LALI,R,23,81,0.435,0.2967,0.3983,326.857,351.962,265,653.714,345.358,572
LALI,R,23,82,0.4267,0.2904,0.3768,302.533,218.699,486.667,625.931,245.297,518.629
LALI,R,23,83,0.4336,0.2828,0.342,256.986,214.659,249.833,536.647,280.708,424.326
LALI,R,23,84,0.4195,0.284,0.3539,518.4,442.537,0,824.727,336,756
LALI,R,23,85,0.4344,0.2902,0.3475,236.579,230.513,460.5,390.87,264.412,339.245
LALI,R,23,86,0.444,0.3064,0.3377,77.8053,79.1982,327.333,105.928,222.582,86.6207
LALI,R,23,87,0.4325,0.2976,0.3472,211.548,187.053,213.333,301.186,362.653,257.536
LALI,R,23,88,0.4212,0.2924,0.3984,236.474,201.91,88.2381,309.862,294.623,280.812
LALI,R,23,89,0.4349,0.2974,0.3883,376.306,361.529,318.8,594.806,341.463,526.829
LALI,R,23,90,0.4311,0.2943,0.3792,372.98,268.765,721.5,794.609,257.408,571.125
LALI,R,23,91,0.4266,0.2892,0.3429,180.178,152.916,59.36,293.516,271.612,202.2
LALI,R,23,92,0.4435,0.2859,0.34,432.381,386.383,810,864.762,336.296,648.571
LALI,R,23,93,0.4246,0.2896,0.3481,484.784,358.72,630,1055.12,332.167,689.885
LALI,R,23,94,0.4377,0.3112,0.3022,123.949,114.736,1363,164.864,346.551,133.709
LALI,R,23,95,0.4266,0.3024,0.3872,254.167,215.064,0,356.915,310.648,335.5
LALI,R,23,96,0.4337,0.2831,0.4388,80.3671,72.9649,294,255.938,386.884,200.434
LALI,R,23,97,0.4526,0.297,0.4151,167.667,172.598,289,298.39,279.444,187.287
LALI,R,23,98,0.4378,0.3,0.3704,198.851,157.273,0,262.121,205.952,210.976
LALI,R,23,99,0.4219,0.2844,0.3388,177.144,154.793,208,272.746,249.029,232.203
LALI,R,23,100,0.4329,0.2841,0.3818,537.906,409.833,866,819.667,351.286,748.391
LALI,R,23,101,0.4501,0.2935,0.3082,88.0052,86.2092,224.8,128.008,228.338,94.927
LALI,R,23,102,0.4509,0.3145,0.3287,66.125,65.596,146.429,86.3105,218.653,73.5381
LALI,R,23,103,0.4518,0.3063,0.3726,96.9835,104.438,363.6,159.018,205.244,113.877
LALI,R,23,104,0.4418,0.2893,0.456,100.257,89.5051,202.556,142.642,222.089,110.346
LALI,R,23,105,0.4457,0.3062,0.4177,152.176,156.095,72.9524,278.6,226.363,208.149
LALI,R,23,106,0.4271,0.2958,0.3531,143.927,130.248,102.643,228.808,324.491,185.906
LALI,R,23,107,0.4342,0.2888,0.3201,117.669,126.014,249.333,191.054,277.625,142.144
LALI,R,23,108,0.4277,0.2867,0.3623,308.474,279.063,434.75,532.818,382.239,428.854
LALI,R,23,109,0.4315,0.2965,0.3213,342.431,317.527,1901,582.133,406.14,513.647
LALI,R,23,110,0.4361,0.3021,0.3325,108.616,102.792,489.5,145.126,221.41,118.288
LALI,R,23,111,0.4386,0.2983,0.3768,336.25,257.132,590.667,485.694,349.7,397.386
LALI,R,23,112,0.4225,0.2894,0.394,274.954,244.808,114.062,435.902,406.182,364.735
LALI,R,23,113,0.4295,0.2995,0.3893,243.24,228.012,118.846,536.559,414.614,372.306
LALI,R,23,114,0.4333,0.2979,0.3729,299.567,276.523,728,691.308,304.644,485.784
LALI,R,23,115,0.4242,0.2848,0.3192,292.148,214.711,249.167,456.949,231.442,356.42
LALI,R,23,116,0.4174,0.2876,0.3743,489.611,383.152,300.167,881.3,375.021,801.182
LALI,R,23,117,0.4321,0.2916,0.3223,436.425,484.917,1904,969.833,471.811,831.286
LALI,R,23,118,0.428,0.3062,0.3574,380.326,380.304,983,833.095,406.86,728.958
LALI,R,23,119,0.4274,0.2967,0.359,348.7,238.836,0,622.679,363.229,435.875
LALI,R,23,120,0.4264,0.2903,0.3949,407.07,301.776,598.667,875.2,426.927,648.296
LALP,R,23,1,0.4421,0.2875,0.4522,261.435,213.276,0,853.105,155.856,522.871
LALP,R,23,2,0.4282,0.276,0.4026,417.175,303.4,197.5,758.5,282.831,556.233
LALP,R,23,3,0.422,0.2697,0.3307,304.855,279.45,527.5,698.625,232.875,523.969
LALP,R,23,4,0.429,0.2718,0,351.771,237.817,0,1055.31,201.012,703.542
LALP,R,23,5,0.4299,0.2699,0.2446,255.485,244.377,0,733.13,216.179,495.941
LALP,R,23,6,0.4406,0.2894,0.4547,362,309.345,110.5,1215.29,220.961,945.222
LALP,R,23,7,0.4403,0.2874,0.3663,276.59,267.81,0,766.909,165.412,527.25
LALP,R,23,8,0.4305,0.2878,0,257.892,161.183,0,507.97,229.63,389.837
LALP,R,23,9,0.4427,0.2918,0.3902,306.418,205.524,0,1532.09,203.048,648.192
LALP,R,23,10,0.4228,0.2738,0,479.229,279.55,0,838.65,243.087,645.115
LALP,R,23,11,0.4296,0.2736,0,298.982,256.938,0,1027.75,238.319,632.462
LALP,R,23,12,0.4252,0.2758,0.4522,341.735,249.925,133.667,797.381,176.263,697.708
LALP,R,23,13,0.443,0.276,0.2467,246.353,270.194,0,728.348,176.337,523.5
LALP,R,23,14,0.4529,0.2827,0,171.562,205.875,0,433.421,155.377,343.125
LALP,R,23,15,0.4447,0.2787,0.267,202.89,176.989,0,426.59,152.633,291.877
LALP,R,23,16,0.4512,0.2875,0,196.776,145.443,0,380.136,156.318,293.439
LALP,R,23,17,0.4551,0.2981,0.5215,241.614,214.089,146,563.767,187.922,457.108
LALP,R,23,18,0.4486,0.2833,0.2913,309.074,282.881,0,794.762,228.63,618.148
LALP,R,23,19,0.4274,0.2731,0.2843,430.077,322.558,0,1397.75,316.472,1118.2
LALP,R,23,20,0.4328,0.2833,0.3033,253.894,206.877,0,644.5,140.815,507.788
LALP,R,23,21,0.4468,0.2788,0.3792,171.041,138.529,272,279.367,214.897,209.525
LALP,R,23,22,0.4486,0.2856,0.224,279.6,250.388,0,699,226.703,508.364
LALP,R,23,23,0.4384,0.2913,0.2209,195.186,204.707,0,541.484,188.607,466.278
LALP,R,23,24,0.4366,0.2857,0.2001,204.695,167.85,0,524.531,149.866,305.182
LALP,R,23,25,0.4507,0.2951,0,191.909,165.569,0,444.421,185.582,307.055
LALP,R,23,26,0.4304,0.276,0.6007,314.585,287.466,72,641.269,179.28,476.371
LALP,R,23,27,0.4299,0.2769,0.287,233.254,233.254,0,534.226,194.835,460.028
LALP,R,23,28,0.4213,0.2802,0.3731,249.597,214.397,750,597.25,192.218,398.167
LALP,R,23,29,0.4401,0.2882,0.3131,390.628,311.056,1316,988.059,186.633,646.038
LALP,R,23,30,0.4439,0.2881,0.3827,294.911,217.303,100.875,750.682,206.438,516.094
LALP,R,23,31,0.4445,0.2848,0,204.58,156.33,0,394.548,186.191,331.42
LALP,R,23,32,0.4529,0.2857,0.3925,190.207,167.152,322,413.7,177.935,266.903
LALP,R,23,33,0.4647,0.302,0.4888,154.3,125.726,118.5,257.167,178.663,206.988
LALP,R,23,34,0.4449,0.2817,0.4272,266.238,209.662,176.8,430.077,239.614,294.263
LALP,R,23,35,0.4398,0.2867,0.3498,261.908,218.256,939,515.879,195.678,370.087
LALP,R,23,36,0.4294,0.29,0.3896,343.857,221.697,0,765.864,208.012,581
LALP,R,23,37,0.4364,0.2787,0.4447,357.511,266.714,205,840.15,207.444,672.12
LALP,R,23,38,0.448,0.294,0.5385,229.151,190.091,0,619.556,185.867,418.2
LALP,R,23,39,0.4446,0.293,0.3868,241.03,160.687,215.833,467.882,184.977,407.897
LALP,R,23,40,0.4446,0.3005,0.5903,140.72,130.748,100,307.5,155.187,255.462
LALP,R,23,41,0.4478,0.305,0,187.451,175.856,0,448.895,168.891,328.038
LALP,R,23,42,0.4524,0.2857,0.3815,142.458,158.575,64.8667,280.167,173.299,193.218
LALP,R,23,43,0.4468,0.2796,0.3303,104.241,114.101,138.571,222.197,162.375,154.927
LALP,R,23,44,0.426,0.2654,0.3219,174.433,147.13,332,331.765,185.934,235
LALP,R,23,45,0.4439,0.2917,0.2101,168.152,166.47,0,326.412,158.543,231.208
LALP,R,23,46,0.4456,0.2996,0.4396,188.315,186.222,0,523.75,206.914,389.767
LALP,R,23,47,0.4548,0.2992,0.3811,197.259,161.221,355.2,621,199.607,479.057
LALP,R,23,48,0.4566,0.3098,0.3929,120.725,116.503,206,260.312,123.407,177.234
LALP,R,23,49,0.4502,0.3042,0.4216,141.017,131.102,223.286,364.804,188.551,236.352
LALP,R,23,50,0.4678,0.3032,0.4884,95.5141,98.8655,109.167,170.768,152.306,139.719
LALP,R,23,51,0.425,0.2884,0.2314,165.255,153.236,0,443.579,205.561,280.933
LALP,R,23,52,0.43,0.2867,0.3295,346.918,223.671,185,739.087,171.707,566.633
LALP,R,23,53,0.4396,0.2843,0,202.675,218.468,0,509.758,200.262,357.915
LALP,R,23,54,0.4404,0.3018,0.3943,254.348,192.954,163.556,466.306,202.253,381.523
LALP,R,23,55,0.4563,0.2941,0.3079,191.011,174.926,0,437.316,237.4,353.574
LALP,R,23,56,0.4507,0.3145,0.4772,189.449,141.689,179,301.089,181.301,234.181
LALP,R,23,57,0.4521,0.3092,0.3727,183.511,196.023,104.625,466.216,278.226,319.444
LALP,R,23,58,0.4456,0.2943,0.4051,209.728,223.526,229.667,849.4,229.568,566.267
LALP,R,23,59,0.4682,0.2932,0.2241,186.582,148.939,0,353.729,180.628,278.344
LALP,R,23,60,0.4435,0.2963,0.3959,270.286,274.629,312,630.667,195.724,425.7
LALP,R,23,61,0.4405,0.2954,0.3483,219.909,180.138,0,445.605,291.948,332.02
LALP,R,23,62,0.4469,0.3088,0.3922,304.6,169.222,271,523.531,167.53,418.825
LALP,R,23,63,0.4578,0.3051,0.4028,177.174,161.386,168.778,417.949,189.535,326
LALP,R,23,64,0.4499,0.3092,0.4466,191.92,138.434,0,392.767,208.506,291.19
LALP,R,23,65,0.4537,0.3084,0.4141,218.886,203.435,190.5,596.276,167.883,432.3
LALP,R,23,66,0.4445,0.2996,0.1855,212.912,191.382,0,500.971,191.382,425.825
LALP,R,23,67,0.4515,0.3021,0,206.256,181.86,0,583.207,194.402,469.806
LALP,R,23,68,0.443,0.2961,0.344,293.259,191.101,163.5,586.517,197.779,447.605
LALP,R,23,69,0.4545,0.2955,0.389,212.013,190.318,498,478.543,223.32,341.816
LALP,R,23,70,0.4523,0.3286,0.357,195.808,149.735,144,509.1,212.125,391.615
LALP,R,23,71,0.4416,0.3174,0.3925,215.325,159.423,286.167,614.074,192.791,552.667
LALP,R,23,72,0.46,0.3116,0.5043,123.482,106.396,196.333,211.463,164.243,176.219
LALP,R,23,73,0.4463,0.3095,0.397,192,151.579,372.75,384,203.294,308.571
LALP,R,23,74,0.4393,0.2893,0.4048,242.3,229.203,341.75,652.346,212.012,471.139
LALP,R,23,75,0.4528,0.2971,0.3438,81.835,78.4047,27.3922,123.051,147.877,101.554
LALP,R,23,76,0.4356,0.2868,0.4004,195.779,187.078,250.167,420.925,185.022,336.74
LALP,R,23,77,0.4587,0.2904,0.3714,227.918,168.03,300.2,462.167,191.241,354
LALP,R,23,78,0.4424,0.3129,0.4132,242.088,193.671,231.75,514.438,187.068,382.837
LALP,R,23,79,0.4588,0.2989,0.4113,229.366,189.349,569.333,493.485,180.944,397.195
LALP,R,23,80,0.4411,0.3038,0.4336,162.767,134.12,334.4,316.321,190.511,246.544
LALP,R,23,81,0.4493,0.3102,0.4216,185.935,145.311,183.375,352.898,221.692,278.903
LALP,R,23,82,0.4362,0.2892,0.3829,205.854,222.105,454,444.211,194.023,366.957
LALP,R,23,83,0.4334,0.2743,0.3445,197.259,167.67,734,523.969,164.382,408.951
LALP,R,23,84,0.438,0.2769,0.3666,257.846,261.875,497.667,670.4,199.524,465.556
LALP,R,23,85,0.453,0.2953,0.3542,185.247,189.506,783.5,392.548,168.235,270.279
LALP,R,23,86,0.4452,0.2999,0.3786,106.195,100.331,462.25,152.841,175.849,122.962
LALP,R,23,87,0.4365,0.2849,0.3732,191.812,173.447,182,418.051,226.444,319.686
LALP,R,23,88,0.437,0.2907,0.436,203.157,165.314,553.333,374.711,150.554,276.426
LALP,R,23,89,0.4324,0.3011,0.3701,200.791,183.702,296.2,595.448,194.022,383.733
LALP,R,23,90,0.4335,0.2844,0.3946,196.558,216.718,338.25,482.971,192.091,325.077
LALP,R,23,91,0.4378,0.2741,0.3375,181.065,185.089,144,347.042,179.118,241.42
LALP,R,23,92,0.4339,0.2732,0.3519,256.477,234.803,166,793.857,219.355,378.886
LALP,R,23,93,0.4413,0.2799,0.3215,293.893,261.238,325.6,822.9,278.949,548.6
LALP,R,23,94,0.4383,0.2885,0.3331,173.802,164.75,266.8,310.118,175.733,236.06
LALP,R,23,95,0.4257,0.2753,0.3669,171.611,160.875,177,367.738,148.51,257.417
LALP,R,23,96,0.4447,0.2831,0.4591,61.1176,58.5902,390,519.5,192.407,311.7
LALP,R,23,97,0.4501,0.2936,0.422,149.536,166.131,259.667,365.533,178.793,245.507
LALP,R,23,98,0.4477,0.2713,0.3843,171.667,199.562,582,420.132,164.588,313.039
LALP,R,23,99,0.4239,0.2691,0.2879,164.688,152.019,0,287.455,222.676,213.649
LALP,R,23,100,0.4406,0.2703,0.3459,218.068,252.683,0,636.76,194.134,482.394
LALP,R,23,101,0.4565,0.278,0.3012,101.262,101.262,312,165.802,169.528,135.928
LALP,R,23,102,0.4553,0.2901,0.3364,66.013,66.013,256.25,103.286,145.99,77.0711
LALP,R,23,103,0.4527,0.2763,0.3998,87.1176,81.8593,79.1053,136.899,179.022,107.178
LALP,R,23,104,0.4426,0.2784,0.4431,122.052,111.259,272.833,185.852,181.722,148.682
LALP,R,23,105,0.4621,0.3095,0.3952,97.0523,93.7697,39.7059,158.981,162.068,125.511
LALP,R,23,106,0.4268,0.2782,0.3921,149.836,145.858,60.7727,242.382,193.906,193.906
LALP,R,23,107,0.4179,0.2556,0.2879,165.827,164.131,84.6471,306.623,213.829,232.157
LALP,R,23,108,0.4333,0.2782,0.354,195.855,235.594,221.714,602.074,174.796,331.755
LALP,R,23,109,0.4427,0.2723,0.2935,251.625,244,240.143,732,217.622,473.647
LALP,R,23,110,0.4492,0.2806,0.3794,115.353,112.915,267.143,186.442,174.283,144.45
LALP,R,23,111,0.4506,0.2805,0.3705,182.136,166.948,238,457.943,149.794,333.917
LALP,R,23,112,0.4317,0.2824,0.4022,199.274,156.439,540.333,356.149,160.952,278.983
LALP,R,23,113,0.4374,0.2788,0.3765,221.645,185.077,479,561.5,215.962,330.294
LALP,R,23,114,0.4295,0.2657,0.3754,213.519,216.329,339.25,513.781,200.5,342.521
LALP,R,23,115,0.4318,0.2801,0.3188,202.025,215.316,360.75,481.294,163.64,348.17
LALP,R,23,116,0.436,0.2836,0.3748,313.673,250.938,326.8,652.44,203.887,479.735
LALP,R,23,117,0.4451,0.2838,0.3208,389.122,409.077,561,1994.25,253.238,1227.23
LALP,R,23,118,0.4393,0.2873,0.3991,237.868,227.817,185,521.774,260.887,394.512
LALP,R,23,119,0.4344,0.2835,0.3726,226.958,264.164,497,671.417,169.621,473.941
LALP,R,23,120,0.4453,0.2942,0.417,187.221,146.355,313.6,487.909,173.129,350.022
LUCK,R,23,1,0.4244,0.1886,0.2423,1677.5,16775,0,0,798.81,0
LUCK,R,23,2,0.4067,0.1818,0.2071,1432.75,3438.6,0,3438.6,592.862,3438.6
LUCK,R,23,3,0.4098,0.1884,0.216,917.158,1452.17,0,8713,670.231,4356.5
LUCK,R,23,4,0.4107,0.1871,0,845.857,1614.82,0,2960.5,467.447,2220.38
LUCK,R,23,5,0.4115,0.1877,0.1841,680.115,2947.17,0,4420.75,505.229,4420.75
LUCK,R,23,6,0.4079,0.1943,0.3109,1021.88,4343,0,8686,496.343,5790.67
LUCK,R,23,7,0.4182,0.1901,0.2106,1443.5,17322,0,8661,618.643,8661
LUCK,R,23,8,0.4121,0.1915,0,1088.38,5804.67,0,5804.67,644.963,5804.67
LUCK,R,23,9,0.4185,0.1892,0.2094,876.4,5842.67,0,5842.67,565.419,5842.67
